term,estimate,std.error,statistic,p.value,n,df,N,code,outcome,upper,lower
pre24,-0.022557276781870052,0.010777261225150051,-2.0930435210413108,0.03634947872523197,19399,59710,10479,lejob,affective,-0.00874519041932551,-0.03636936314441459
pre12,-0.04576790736672649,0.010247396434715454,-4.466296161986765,7.97311693621392e-6,22235,59710,10479,lejob,affective,-0.03263495022998497,-0.058900864503468014
post03,0.1099873965077132,0.01445387335146085,7.6095447796764315,2.790834367213998e-14,7925,59710,10479,lejob,affective,0.12851232488463604,0.09146246813079037
post06,0.017254712879546736,0.01539376996940003,1.120889354189774,0.2623394709710954,6582,59710,10479,lejob,affective,0.036984603352487766,-0.002475177593394294
post09,0.031062031380210565,0.016492179992797742,1.8834399936076118,0.05964562036933586,5459,59710,10479,lejob,affective,0.052200168870384506,0.009923893890036624
post12,-0.00578062899198014,0.017907655230061697,-0.32280211550399746,0.7468462410575207,4380,59710,10479,lejob,affective,0.017172417193655067,-0.028733675177615346
post24,-0.01339913025603764,0.010352173481139301,-1.2943301501322027,0.19555641210600902,22458,59710,10479,lejob,affective,-1.3189585617931834e-4,-0.02666636465589596
post36,-0.0026117513398654806,0.011112680584705303,-0.23502442277159555,0.8141905833700165,19763,59710,10479,lejob,affective,0.01163019793348182,-0.016853700613212782
post48,-0.006870835582428088,0.012103003933621204,-0.5676967156344914,0.5702430565666249,17332,59710,10479,lejob,affective,0.008640379287092395,-0.02238205045194857
pre24,0.014283719891138968,0.02254813614058377,0.6334767451323878,0.5264298493539982,4792,19350,4058,lefrd,affective,0.04318430394964129,-0.014616864167363356
pre12,-0.03075185201594395,0.02224716059442329,-1.3822821067625384,0.16690105239770003,5455,19350,4058,lefrd,affective,-0.0022375148352404527,-0.059266189196647445
post03,-0.050476229288126354,0.031328332424037625,-1.6112006411613826,0.10715230814239797,1954,19350,4058,lefrd,affective,-0.010313770955348495,-0.09063868762090421
post06,6.754656155630135e-4,0.03623974855116703,0.018638805250243976,0.9851294382650516,1393,19350,4058,lefrd,affective,0.047140623030580406,-0.045789691799454385
post09,0.012859051348758156,0.03827492828125357,0.3359653936975842,0.7369006057231027,1155,19350,4058,lefrd,affective,0.061938440854382396,-0.03622033815686608
post12,0.06638921289357831,0.036159834897245606,1.8359932527964988,0.06637398892631026,1304,19350,4058,lefrd,affective,0.11275341183602516,0.020025013951131466
post24,-5.210145983950531e-4,0.0241858893882999,-0.021542089688341075,0.9828134506459394,5436,19350,4058,lefrd,affective,0.030478217602662987,-0.031520246799453096
post36,0.014689531742124121,0.026405699534826646,0.5563015561375302,0.5780111563568924,4700,19350,4058,lefrd,affective,0.048534555326534,-0.019155491842285755
post48,0.013630013112660896,0.029395387857805252,0.46367862804170373,0.6428832270279135,4070,19350,4058,lefrd,affective,0.051307835377549155,-0.02404780915222736
pre24,0.01622778008901771,0.021898309221380877,0.7410517371438602,0.45867072187671654,4447,20115,4059,lefni,affective,0.0442957629519303,-0.011840202773894876
pre12,-0.013993591846548498,0.02165394146218969,-0.646237631656248,0.5181328445783592,5091,20115,4059,lefni,affective,0.013760652763195137,-0.04174783645629213
post03,0.0681652761282953,0.03081958861713696,2.211751654932623,0.026995026708870655,1709,20115,4059,lefni,affective,0.10767745019478192,0.028653102061808676
post06,0.05105925379954927,0.03249856770840031,1.5711232032650888,0.11616976240815165,1371,20115,4059,lefni,affective,0.09272793634266033,0.009390571256438225
post09,0.0638846893681354,0.03815804118847915,1.6742130198083585,0.09410428809519428,1046,20115,4059,lefni,affective,0.11281711968268276,0.014952259053588046
post12,0.06426600943591923,0.03654338611491297,1.758622182241972,0.07865690702405262,1055,20115,4059,lefni,affective,0.11112761397184462,0.01740440489999385
post24,0.03264598837043647,0.02371312386675194,1.3767055135324981,0.1686186358987471,5116,20115,4059,lefni,affective,0.06303950466761,0.0022524720732629323
post36,0.019564739432943117,0.025347025897518985,0.7718751506407759,0.44019744413073847,4553,20115,4059,lefni,affective,0.052052974913306974,-0.01292349604742074
post48,0.03532126185732129,0.029147587404838908,1.2118073913540255,0.22560035276703302,4034,20115,4059,lefni,affective,0.07268151764927394,-0.002038993934631368
pre24,0.00386237505432136,0.02158804647204601,0.17891267092289628,0.8580083986825172,4436,17054,3445,lefnw,affective,0.031532691316184566,-0.023807941207541844
pre12,-0.07482008046726119,0.020752735920397853,-3.605311644414102,3.1266762683927117e-4,5080,17054,3445,lefnw,affective,-0.04822091966414915,-0.10141924127037322
post03,-0.35835123118241996,0.033409245233449576,-10.726109754303463,9.342886702634906e-27,1517,17054,3445,lefnw,affective,-0.31551689551592066,-0.40118556684891926
post06,-0.2780193819168442,0.03444113380654404,-8.072306314840853,7.354034616531492e-16,1270,17054,3445,lefnw,affective,-0.23385830412715036,-0.3221804597065381
post09,-0.2737605551668998,0.038856647394119204,-7.045398240104789,1.919964501476847e-12,988,17054,3445,lefnw,affective,-0.22393040636647213,-0.3235907039673274
post12,-0.24439263212520132,0.033134587957798646,-7.37575588495225,1.7091509100858374e-13,1382,17054,3445,lefnw,affective,-0.2019086268678179,-0.28687663738258473
post24,-0.07471970429079831,0.021307824290866164,-3.5066792024762354,4.549021706404839e-4,5187,17054,3445,lefnw,affective,-0.04740914987999818,-0.10203025870159844
post36,-0.049345373494377114,0.02288095817149398,-2.156613072080765,0.03104975753859792,4581,17054,3445,lefnw,affective,-0.020018015701681106,-0.07867273128707312
post48,-0.006761133375916801,0.026027752536504217,-0.25976631545248613,0.7950471712954813,4055,17054,3445,lefnw,affective,0.026600209837239874,-0.040122476589073475
